ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
14224,SN 2016fes,16:26:29.220,+62:05:31.99,SN Ia,0.052,,,"Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts",Padova-Asiago,GaiaAlerts; Pan-STARRS,PS16dwg,"Gaia - Gaia-photometric, PS1 - GPC1",Ekar - AFOSC,1,1,,18.3,r-Sloan,2016-08-11 06:48:57.000,PS1_Bot1,,2016TNSTR.581....1C,2016TNSCR.597....1T,
14215,SN 2016fej,20:40:39.930,-54:18:38.30,SN Ia,,NGC 6942,0.010914,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16jc,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,17.0,V-Johnson,2016-08-22 04:11:25.000,Dong, [Object redshift updated according to host-redshift by admin],2016TNSTR.579....1M,2016TNSCR.998....1S,
14210,SN 2016fee,23:33:45.900,+25:33:50.50,SN II,0.032,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",Padova-Asiago,GaiaAlerts; iPTF,Gaia16bbt,"Gaia - Gaia-photometric, P48 - CFH12k",Ekar - AFOSC,1,1,,18.65,G-Gaia,2016-08-18 21:40:19.000,Gaia_Bot1,,2016TNSTR.576....1D,2016TNSCR.597....1T,
14164,SN 2016fck,01:36:51.230,-08:48:27.47,SN Ia,0.04,,,"Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts",Padova-Asiago,GaiaAlerts; Pan-STARRS,PS16duv,"Gaia - Gaia-photometric, PS1 - GPC1",Ekar - AFOSC,1,1,,17.83,z-Sloan,2016-08-14 14:52:48.000,PS1_Bot1,,2016TNSTR.575....1C,2016TNSCR.589....1C,
14160,SN 2016fcg,02:19:02.004,+36:53:51.28,SN II,0.03,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16dvm,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,18.65,i-Sloan,2016-08-17 12:41:45.000,PS1_Bot1,,2016TNSTR.575....1C,2021TNSCR2567....1Y,
14154,SN 2016fca,01:19:45.400,+09:53:42.60,SN Ia,0.027,,,"GaiaAlerts, iPTF, Pan-STARRS","GaiaAlerts, iPTF, Pan-STARRS",NUTS,GaiaAlerts; iPTF; Pan-STARRS,Gaia16bbk,"Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1",NOT - ALFOSC,1,1,,18.91,G-Gaia,2016-08-17 08:21:07.000,Gaia_Bot1,,2016TNSTR.573....1D,2016TNSCR.606....1E,
14153,SN 2016fbz,23:59:16.000,+22:03:00.70,SN Ia,0.045,,,"GaiaAlerts, iPTF, Pan-STARRS","GaiaAlerts, iPTF, Pan-STARRS","None, iPTF",GaiaAlerts; iPTF; Pan-STARRS,Gaia16bbi,"Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1","BAO-2.16m - Phot-spec, P60 - SEDM",1,1,,17.4,G-Gaia,2016-08-16 19:59:31.000,Gaia_Bot1,,2016TNSTR.573....1D,"2016TNSCR.605....1R, 2016TNSCR1127....1F",
14140,SN 2016fbo,01:01:35.500,+17:06:04.30,SN Ia,0.034,,,GaiaAlerts,GaiaAlerts,NUTS,GaiaAlerts,Gaia16bba,Gaia - Gaia-photometric,NOT - ALFOSC,1,1,,17.31,G-Gaia,2016-08-15 14:12:28.000,Gaia_Bot1,,2016TNSTR.569....1D,2016TNSCR.606....1E,
14137,SN 2016fbl,21:05:23.944,+14:10:20.36,SN Ia,0.06,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16dzy,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,18.57,r-Sloan,2016-08-09 08:48:28.000,PS1_Bot1,,2016TNSTR.594....1C,2016TNSCR.622....1F,
14136,SN 2016fbk,01:44:06.570,+34:22:58.20,SN Ia,0.035865,UGC 01212,,POSS,POSS,None,POSS,,Other - Other,Lijiang-2.4m - YFOSC,1,1,,17.7,Clear-,2016-08-16 10:38:46.000,Puckett,,2016TNSTR.568....1G,2016TNSCR.572....1Z,
14119,SN 2016fau,02:38:23.840,+42:30:56.88,SN II,0.066,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16dvq,"P48 - CFH12k, PS1 - GPC1",P200 - DBSP,1,1,,19.85,i-Sloan,2016-08-17 12:46:04.000,PS1_Bot1,,2016TNSTR.575....1C,2021TNSCR2567....1Y,
14109,SN 2016fak,00:05:11.200,+27:37:28.70,SN II,0.03,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16bak,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,18.51,G-Gaia,2016-08-13 07:53:45.000,Gaia_Bot1,,2016TNSTR.565....1D,2016TNSCR.672....1Y,
14099,SN 2016faa,17:37:36.297,+43:31:11.96,SN Ia,0.034,,,Pan-STARRS,Pan-STARRS,Padova-Asiago,Pan-STARRS,PS16dsy,PS1 - GPC1,Ekar - AFOSC,1,1,,17.22,r-Sloan,2016-08-10 06:51:50.000,PS1_Bot1,,2016TNSTR.562....1C,2016TNSCR.589....1C,
14080,SN 2016ezh,01:58:04.739,-00:52:21.74,SN II,0.08,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",Padova-Asiago,iPTF; Pan-STARRS,PS16dtm,"P48 - CFH12k, PS1 - GPC1",Ekar - AFOSC,1,1,,17.12,w-P1,2016-08-12 13:46:33.000,PS1_Bot1,,2016TNSTR.562....1C,2016TNSCR.597....1T,
14064,SN 2016eyr,02:56:05.800,-14:11:19.25,SN Ia,0.03,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts,ATLAS16cjv,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.92,cyan-ATLAS,2016-08-08 14:13:55.000,ATLAS_Bot1,,2016TNSTR.558....1T,2016TNSCR.705....1A,
14060,SN 2016eyn,03:26:16.800,+17:03:46.20,SN Ia,0.065,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16baq,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,19.93,G-Gaia,2016-07-17 08:34:04.000,Gaia_Bot1,,2016TNSTR.565....1D,2016TNSCR.622....1F,
14042,SN 2016exv,03:39:34.400,+20:42:30.40,SN IIb,0.021218,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",None,GaiaAlerts; iPTF,Gaia16azp,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,17.66,G-Gaia,2016-08-09 20:32:38.000,Gaia_Bot1,,2016TNSTR.555....1D,2016TNSCR.557....1B,
14021,SN 2016exa,23:47:03.838,-01:43:41.76,SN II,0.037,,,ATLAS,ATLAS,LCOGT SN-KP,ATLAS,ATLAS16cjd,ATLAS-HKO - ATLAS-02,FTN - FLOYDS-N,1,1,,17.78,cyan-ATLAS,2016-08-07 12:44:38.000,ATLAS_Bot1,,2016TNSTR.554....1T,2016TNSCR.595....1H,
14020,SN 2016ewz,20:37:40.834,+12:04:19.40,SN Ic,0.05,,,"ATLAS, iPTF","ATLAS, iPTF",iPTF,ATLAS; iPTF,ATLAS16cjc,"ATLAS-HKO - ATLAS-02, P48 - CFH12k",P200 - DBSP,1,1,,18.23,cyan-ATLAS,2016-08-07 10:56:38.000,ATLAS_Bot1,,2016TNSTR.554....1T,2021TNSCR2382....1S,
14016,SN 2016ewv,18:50:27.027,+52:39:50.18,SN Ia,0.09,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16ewv,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,18.513,R-PTF,2016-08-12 04:29:16.000,iPTF_Bot1,,2016TNSTR.624....1K,2016TNSCR.622....1F,
14013,SN 2016ews,15:02:36.600,+23:21:09.90,SN Ia,,IC 4526,,GaiaAlerts,GaiaAlerts,LOSS,GaiaAlerts,,"Gaia - Gaia-photometric, Other - Other",Lick-3m - KAST,1,1,,17.5,Clear-,2016-08-11 20:24:00.000,cortini,,2016TNSTR.548....1C,2017TNSCR.166....1S,
13987,SN 2016evs,01:19:41.425,+45:33:48.94,SN Ia,0.08,,,"iPTF, Pan-STARRS","iPTF, Pan-STARRS",iPTF,iPTF; Pan-STARRS,iPTF16evs,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,19.121,R-PTF,2016-08-10 11:39:50.000,iPTF_Bot1,,2016TNSTR.618....1K,2016TNSCR.614....1H,
13959,SN 2016euq,23:38:10.400,+53:06:35.10,SN II,0.02,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16ayo,"Gaia - Gaia-photometric, P48 - CFH12k",P60 - SEDM,1,1,,18.28,G-Gaia,2016-08-05 19:37:55.000,Gaia_Bot1,,2016TNSTR.541....1D,2021TNSCR2567....1Y,
13952,SN 2016euj,02:27:21.703,-23:55:45.30,SN Ia,0.017,ESO 479- G 007,0.017008,ASAS-SN,ASAS-SN,NUTS,ASAS-SN,ASASSN-16ip,ASASSN-2 - Cassius,NOT - ALFOSC,1,1,,16.3,V-Johnson,2016-08-09 06:57:36.000,Stanek,,2016TNSTR.538....1S,2016TNSCR.766....1E,
13951,SN 2016eui,00:25:44.764,-02:57:54.91,SN Ia,0.07,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",PESSTO,iPTF; Pan-STARRS,PS16drm,"P48 - CFH12k, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.18,z-Sloan,2016-08-05 14:48:28.000,PS1_Bot1,,2016TNSTR.543....1C,2016TNSCR.544....1R,
13944,SN 2016eub,00:06:25.239,-00:17:46.09,SN II,0.044,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16dqv,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,20.02,w-P1,2016-08-03 13:03:21.000,PS1_Bot1,,2016TNSTR.543....1C,2016TNSCR.544....1R,
13922,SN 2016etf,22:04:03.137,-10:13:05.59,SN Ia,0.057,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16drf,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,19.35,w-P1,2016-08-03 12:01:26.000,PS1_Bot1,,2016TNSTR.543....1C,2016TNSCR.544....1R,
13914,SN 2016esx,18:40:01.124,+54:13:02.78,SN Ia,0.037,2MASX J18400114+5413042,,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",NUTS,ASAS-SN; Pan-STARRS,ASASSN-16io,"ASASSN-1 - Brutus, PS1 - GPC1",NOT - ALFOSC,1,1,,17.0,V-Johnson,2016-08-08 10:19:12.000,Stanek,,2016TNSTR.539....1S,2016TNSCR.766....1E,
13913,SN 2016esw,18:58:04.086,+43:56:22.49,SN II,,2MASX J18580350+4356090,0.02831,"LOSS, Pan-STARRS","LOSS, Pan-STARRS",LOSS,LOSS; Pan-STARRS,kait-16as,"Other - Other, PS1 - GPC1",Lick-3m - KAST,1,1,,18.5,Clear-,2016-08-08 07:32:13.000,Zheng, [Object redshift updated according to host-redshift by admin],2016TNSTR.542....1H,2016TNSCR.942....1S,
13905,SN 2016eso,04:59:30.056,-28:51:39.24,SN IIn,0.017,ESO 422- G 019,0.016064,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",PESSTO,ASAS-SN; Pan-STARRS,ASASSN-16in,"ASASSN-2 - Cassius, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.0,V-Johnson,2016-08-08 09:50:24.000,Stanek,,2016TNSTR.534....1S,2016TNSCR.544....1R,
13904,SN 2016esn,05:58:58.793,-52:26:17.95,SN Ia,0.024,AM 0557-522 NED03,0.032022,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16if,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,16.6,V-Johnson,2016-08-07 09:36:00.000,Stanek,,2016TNSTR.530....1S,2016TNSCR.535....1R,
13903,SN 2016esm,05:55:24.090,+51:54:45.90,SN Ia,0.03,UGC03375,,,,None,,,Other - Other,P60 - SEDM,1,1,,17.7,Clear-,2016-08-07 16:51:59.000,Itagaki,,2016TNSTR.529....1I,2016TNSCR.553....1B,
13898,SN 2016esh,16:04:14.350,+16:41:24.61,SN Ia,0.045,2MASXi J1604144+164124,0.04452,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16ie,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,17.4,V-Johnson,2016-08-07 07:26:24.000,Stanek,,2016TNSTR.530....1S,2016TNSCR.535....1R,
13861,SN 2016eqw,01:14:15.512,-16:24:56.98,SN Ia,0.047,GALEXASC J011415.49-162456.4,,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",PESSTO,ASAS-SN; Pan-STARRS,ASASSN-16ic,"ASASSN-1 - Brutus, ASASSN-2 - Cassius, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,16.8,V-Johnson,2016-08-06 05:02:24.000,Stanek,,2016TNSTR.530....1S,2016TNSCR.533....1R,
13854,SN 2016eqp,21:31:21.620,+22:58:57.72,SN Ia,0.12,,,iPTF,iPTF,iPTF,iPTF,iPTF16eqp,P48 - CFH12k,P60 - SEDM,1,1,2016-08-31,19.671,R-PTF,2016-08-06 10:09:07.000,iPTF_Bot1,,2016TNSTR.618....1K,2016TNSCR.614....1H,
13838,SN 2016eqa,03:20:31.420,+41:30:40.90,SN Ia-91bg-like,0.0149,,,,,None,,,Other - Other,Lijiang-2.4m - YFOSC,1,1,,17.8,Clear-,2016-08-05 06:02:29.000,Itagaki,,2016TNSTR.522....1I,2016TNSCR.552....1Z,
13815,SN 2016epd,02:52:09.313,-08:40:24.50,SN Ia,0.057,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16bzh,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.09,cyan-ATLAS,2016-08-01 14:24:00.000,ATLAS_Bot1,,2016TNSTR.519....1T,2016TNSCR.533....1R,
13812,SN 2016epa,02:26:10.814,-23:23:54.11,SN Ia,0.063,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16bzb,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,17.98,cyan-ATLAS,2016-08-01 14:11:02.000,ATLAS_Bot1,,2016TNSTR.519....1T,2016TNSCR.533....1R,
13787,SN 2016eob,00:03:07.140,-01:54:42.50,SN II,0.024,UGC00005,,"ISSP, Pan-STARRS, iPTF","ISSP, Pan-STARRS, iPTF",iPTF,iPTF; ISSP; Pan-STARRS,,"Other - Other, P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,16.53,Clear-,2016-08-03 02:41:16.000,Leonini,,2016TNSTR.514....1L,2016TNSCR.672....1Y,
13784,SN 2016eny,16:33:08.400,-15:33:32.30,SN Ia,0.03,,,"ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS",PESSTO,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS16bwv,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.67,cyan-ATLAS,2016-08-01 07:07:40.000,ATLAS_Bot1,,2016TNSTR.512....1T,2016TNSCR.544....1R,
13783,SN 2016enx,01:14:22.259,-13:09:11.12,SN Ia-91T-like,0.078,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16bwu,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.29,cyan-ATLAS,2016-08-01 13:19:12.000,ATLAS_Bot1,,2016TNSTR.512....1T,2016TNSCR.533....1R,
13775,SN 2016enp,23:34:25.293,-06:34:42.29,SN II,0.03,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16bwb,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,17.93,cyan-ATLAS,2016-08-01 12:11:31.000,ATLAS_Bot1,,2016TNSTR.512....1T,2016TNSCR.536....1R,
13774,SN 2016eno,23:25:17.781,-18:52:42.22,SN Ia,0.071,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS16bws,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.48,cyan-ATLAS,2016-08-01 12:04:19.000,ATLAS_Bot1,,2016TNSTR.512....1T,2016TNSCR.533....1R,
13770,SN 2016enk,15:26:29.460,+41:44:04.06,SN II,0.0078,UGC 09857,0.007799,"ASAS-SN, GaiaAlerts, Pan-STARRS","ASAS-SN, GaiaAlerts, Pan-STARRS",NUTS,ASAS-SN; GaiaAlerts; Pan-STARRS,ASASSN-16hy,"ASASSN-1 - Brutus, Gaia - Gaia-photometric, Other - Other, PS1 - GPC1",NOT - ALFOSC,1,1,,16.58,V-Johnson,2016-08-03 07:07:18.000,Dong,,2016TNSTR.511....1D,2016TNSCR.766....1E,
13757,SN 2016emx,06:04:11.000,-65:14:40.70,SN Ia,0.05,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16axm,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,17.87,G-Gaia,2016-07-28 05:51:21.000,Gaia_Bot1,,2016TNSTR.507....1D,2016TNSCR.544....1R,
13756,SN 2016emw,05:40:54.000,-12:14:35.80,SN II,0.028,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; Pan-STARRS,Gaia16axl,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.7,G-Gaia,2016-07-29 04:55:12.000,Gaia_Bot1,,2016TNSTR.507....1D,2016TNSCR.535....1R,
13751,SN 2016emr,05:59:58.100,-18:05:22.30,SN Ia,0.03,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16axi,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,16.98,G-Gaia,2016-07-30 09:15:50.000,Gaia_Bot1,,2016TNSTR.507....1D,2016TNSCR.544....1R,
13744,SN 2016emk,06:03:42.900,-35:44:07.20,SN Ia,0.08,,,GaiaAlerts,GaiaAlerts,None,GaiaAlerts,Gaia16axf,Gaia - Gaia-photometric,Magellan-Clay - LDSS-3,1,1,,18.96,G-Gaia,2016-07-29 15:34:33.000,Gaia_Bot1,,2016TNSTR.506....1D,2016TNSCR.517....1G,
13725,SN 2016els,20:30:13.925,-10:57:01.81,SLSN-I,0.217,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16dnq,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,18.69,w-P1,2016-07-29 07:55:12.000,PS1_Bot1,,2016TNSTR.503....1C,2016TNSCR.521....1F,
13713,SN 2016elg,14:10:33.838,-00:59:18.54,SN Ia,0.054027,,,"iPTF, ALeRCE","iPTF, ZTF",Global SN Project,ALeRCE; iPTF,iPTF16elg,"P48 - CFH12k, P48 - ZTF-Cam",FTN - FLOYDS-N,1,1,,18.711,R-PTF,2016-07-31 05:24:00.000,iPTF_Bot1,,2018TNSTR1061....1K,2021TNSCR2576....1G,
13705,SN 2016eky,22:59:39.513,+02:08:59.17,SN Ia,0.056,,,Pan-STARRS,Pan-STARRS,PESSTO,Pan-STARRS,PS16dnp,PS1 - GPC1,ESO-NTT - EFOSC2-NTT,1,1,,17.75,r-Sloan,2016-07-28 12:57:36.000,PS1_Bot1,,2016TNSTR.499....1C,2016TNSCR.510....1F,
13700,SN 2016ekt,21:53:27.882,-34:24:20.95,SN Ia,0.017,GALEXASC J215327.92-342420.8,,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16hw,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,14.9,V-Johnson,2016-07-29 08:09:36.000,Brown,,2016TNSTR.497....1B,2016TNSCR.504....1F,
13687,SN 2016ekg,22:00:03.680,-30:11:03.34,SN Ia,0.017,PGC 67803,0.0171,"TAROT, GaiaAlerts","TAROT, GaiaAlerts",PESSTO,GaiaAlerts; TAROT,,"Gaia - Gaia-photometric, Other - Other",ESO-NTT - EFOSC2-NTT,1,1,,17.0,R-Cousins,2016-07-27 06:35:41.000,Conseil,,2016TNSTR.495....1C,2016TNSCR.510....1F,
13660,SN 2016ejf,05:01:41.800,+03:34:28.40,SN Ib/c,0.028,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; Pan-STARRS,Gaia16awl,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.59,G-Gaia,2016-07-25 20:48:28.000,Gaia_Bot1,,2016TNSTR.491....1D,2016TNSCR.544....1R,
13657,SN 2016ejc,16:18:18.300,+42:36:14.90,SN Ia,0.05,,,GaiaAlerts,GaiaAlerts,None,GaiaAlerts,Gaia16awi,Gaia - Gaia-photometric,P60 - SEDM,1,1,,18.86,G-Gaia,2016-07-24 12:40:19.000,Gaia_Bot1,,2016TNSTR.491....1D,2016TNSCR.501....1B,
13655,SN 2016eja,22:25:31.800,+38:59:03.30,SN Ia,0.03,2MASX J22253147+3859010,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16hr,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",LT - SPRAT,1,1,,16.8,V-Johnson,2016-07-26 10:04:48.000,Brown,,2016TNSTR.487....1B,2016TNSCR.496....1B,
13653,SN 2016eiy,13:34:38.600,-23:40:53.44,SN Ia,0.0087,ESO 509-IG 064,0.008663,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16hp,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.2,V-Johnson,2016-07-26 01:40:48.000,Stanek,,2016TNSTR.488....1S,2016TNSCR.493....1F,
13638,SN 2016eij,04:03:16.700,-54:35:50.00,SN Ia,0.075,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16awg,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.46,G-Gaia,2016-07-24 09:51:50.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.544....1R,
13635,SN 2016eig,03:07:22.900,-43:32:38.90,SN II,0.03,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16awc,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.94,G-Gaia,2016-07-21 09:41:45.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.490....1F,
13634,SN 2016eif,03:01:48.900,-57:02:09.40,SN Ia,0.07,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16awb,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.4,G-Gaia,2016-07-22 09:56:09.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.490....1F,
13631,SN 2016eic,02:53:39.000,-17:33:19.70,SN Ia,0.04,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; Pan-STARRS,Gaia16avh,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.53,G-Gaia,2016-07-18 10:59:31.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.490....1F,
13629,SN 2016eia,03:34:38.500,+13:34:49.90,SN Ia-91T-like,0.0337,,,"GaiaAlerts, Pan-STARRS","GaiaAlerts, Pan-STARRS",PESSTO,GaiaAlerts; Pan-STARRS,Gaia16avl,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,17.59,G-Gaia,2016-07-18 08:36:57.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.493....1F,
13627,SN 2016ehy,15:19:55.900,+05:24:19.20,SN Ia,,,,GaiaAlerts,GaiaAlerts,LOSS,GaiaAlerts,Gaia16avm,Gaia - Gaia-photometric,Lick-3m - KAST,1,1,,17.64,G-Gaia,2016-07-19 00:04:19.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.518....1H,
13624,SN 2016ehv,21:05:03.900,-72:53:15.10,SN Ia,0.07,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16avq,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.46,G-Gaia,2016-07-19 16:33:35.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.490....1F,
13617,SN 2016eho,23:43:42.400,-72:15:53.20,SN Ia,0.07,,,GaiaAlerts,GaiaAlerts,PESSTO,GaiaAlerts,Gaia16avy,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.63,G-Gaia,2016-07-20 10:22:04.000,Gaia_Bot1,,2016TNSTR.485....1D,2016TNSCR.490....1F,
13602,SN 2016egz,00:04:03.854,-34:48:51.87,SN II,0.023,GALEXASC J000403.88-344851.6,0.0232,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16hn,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,16.6,V-Johnson,2016-07-24 07:40:48.000,Brown,,2016TNSTR.484....1B,2016TNSCR.490....1F,
13581,SN 2016ege,00:23:54.000,+28:19:57.60,SN IIP,0.0241,,,"Pan-STARRS, GaiaAlerts","Pan-STARRS, GaiaAlerts",PESSTO,GaiaAlerts; Pan-STARRS,PS16dlr,"Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.23,i-Sloan,2016-07-20 13:06:11.000,Young,,2016TNSTR.483....1C,2016TNSCR.493....1F,
13533,SN 2016eei,03:04:19.700,-57:35:01.90,SN IIn,0.06,,,GaiaAlerts,GaiaAlerts,ePESSTO,GaiaAlerts,Gaia16ate,Gaia - Gaia-photometric,ESO-NTT - EFOSC2-NTT,1,1,,18.14,G-Gaia,2016-06-17 22:22:04.000,Gaia_Bot1,,2016TNSTR.481....1D,2017TNSCR1242....1O,
13509,SN 2016edk,17:47:14.200,+30:13:29.30,SN Ibn,0.0744,,,"GaiaAlerts, iPTF","GaiaAlerts, iPTF",iPTF,GaiaAlerts; iPTF,Gaia16ase,"Gaia - Gaia-photometric, P48 - CFH12k",NOT - ALFOSC,1,1,,18.92,G-Gaia,2016-06-14 08:00:57.000,Gaia_Bot1,,2016TNSTR.481....1D,2021TNSCR2382....1S,
